## Wed Oct 13 12:46:17 2021
## emapper-2.1.6
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|LT708304.1_prot_SIT99928.1_1340	419947.MRA_1301	0.0	882.0	COG1166@1|root,COG1166@2|Bacteria,2I507@201174|Actinobacteria,23F8T@1762|Mycobacteriaceae	201174|Actinobacteria	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0008836,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0019842,GO:0030170,GO:0030312,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0046451,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
lcl|LT708304.1_prot_SIT99929.1_1341	419947.MRA_1302	1.51e-298	816.0	COG0460@1|root,COG0460@2|Bacteria,2GIX9@201174|Actinobacteria,235TT@1762|Mycobacteriaceae	201174|Actinobacteria	E	homoserine dehydrogenase	hom	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	1.1.1.3,2.7.2.4	ko:K00003,ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1294	ACT,Homoserine_dh,NAD_binding_3
lcl|LT708304.1_prot_SIT99930.1_1342	419947.MRA_1303	1.24e-256	704.0	COG0498@1|root,COG0498@2|Bacteria,2GJ5F@201174|Actinobacteria,232U9@1762|Mycobacteriaceae	201174|Actinobacteria	E	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine	thrC	GO:0003674,GO:0003824,GO:0004795,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009088,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.2.3.1	ko:K01733	ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230	M00018	R01466,R05086	RC00017,RC00526	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
lcl|LT708304.1_prot_SIT99931.1_1343	419947.MRA_1304	5.29e-213	590.0	COG0083@1|root,COG0083@2|Bacteria,2GKIW@201174|Actinobacteria,233R1@1762|Mycobacteriaceae	201174|Actinobacteria	E	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004413,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009088,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019202,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
lcl|LT708304.1_prot_SIT99932.1_1344	419947.MRA_1305	0.0	1122.0	COG1158@1|root,COG1158@2|Bacteria,2GIWY@201174|Actinobacteria,2333A@1762|Mycobacteriaceae	201174|Actinobacteria	K	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template	rho	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006351,GO:0006353,GO:0006360,GO:0006363,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	-	ko:K03628	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	ATP-synt_ab,Rho_N,Rho_RNA_bind
lcl|LT708304.1_prot_SIT99933.1_1345	419947.MRA_1306	2.95e-54	169.0	COG0254@1|root,COG0254@2|Bacteria,2IQ4I@201174|Actinobacteria,23ANR@1762|Mycobacteriaceae	201174|Actinobacteria	J	50S ribosomal protein L31	rpmE	GO:0008150,GO:0040007	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
lcl|LT708304.1_prot_SIT99934.1_1346	419947.MRA_1307	4.57e-246	677.0	COG0216@1|root,COG0216@2|Bacteria,2GJWG@201174|Actinobacteria,232ZR@1762|Mycobacteriaceae	201174|Actinobacteria	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	GO:0008150,GO:0040007	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
lcl|LT708304.1_prot_SIT99935.1_1347	419947.MRA_1308	1.7e-234	645.0	COG2890@1|root,COG2890@2|Bacteria,2GMH1@201174|Actinobacteria,235T2@1762|Mycobacteriaceae	201174|Actinobacteria	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif	prmC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0040007,GO:0044424,GO:0044444,GO:0044464	2.1.1.297	ko:K02493	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03012	-	-	-	MTS,Methyltransf_31
lcl|LT708304.1_prot_SIT99936.1_1348	419947.MRA_1309	4.68e-153	430.0	COG0009@1|root,COG0009@2|Bacteria,2GK2X@201174|Actinobacteria,23383@1762|Mycobacteriaceae	201174|Actinobacteria	J	Belongs to the SUA5 family	ywlC	GO:0000049,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
lcl|LT708304.1_prot_SIT99937.1_1349	419947.MRA_1310	1.35e-280	768.0	COG0472@1|root,COG0472@2|Bacteria,2GIT7@201174|Actinobacteria,233ZR@1762|Mycobacteriaceae	201174|Actinobacteria	M	PFAM Glycosyl transferase family 4	rfe	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016043,GO:0016740,GO:0016772,GO:0016780,GO:0030145,GO:0034645,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0045229,GO:0046872,GO:0046914,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901576	2.7.8.33,2.7.8.35	ko:K02851	-	-	R08856	RC00002	ko00000,ko01000,ko01003,ko01005	-	-	-	Glycos_transf_4
lcl|LT708304.1_prot_SIT99938.1_1350	419947.MRA_1311	1.72e-98	287.0	29217@1|root,2ZPKF@2|Bacteria,2GPSM@201174|Actinobacteria,239FC@1762|Mycobacteriaceae	201174|Actinobacteria	S	ATP synthase I chain	-	GO:0008150,GO:0040007	-	-	-	-	-	-	-	-	-	-	ATP-synt_I
lcl|LT708304.1_prot_SIT99939.1_1351	419947.MRA_1312	3.13e-172	481.0	COG0356@1|root,COG0356@2|Bacteria,2HN7M@201174|Actinobacteria,233WY@1762|Mycobacteriaceae	201174|Actinobacteria	C	it plays a direct role in the translocation of protons across the membrane	atpB	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042777,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
lcl|LT708304.1_prot_SIT99940.1_1352	1299327.I546_1999	2.25e-45	147.0	COG0636@1|root,COG0636@2|Bacteria,2IQZQ@201174|Actinobacteria,23AQH@1762|Mycobacteriaceae	201174|Actinobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0015988,GO:0015991,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0040007,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	iNJ661.Rv1305	ATP-synt_C
lcl|LT708304.1_prot_SIT99941.1_1353	419947.MRA_1314	9.73e-103	299.0	COG0711@1|root,COG0711@2|Bacteria,2GJS4@201174|Actinobacteria,238GJ@1762|Mycobacteriaceae	201174|Actinobacteria	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)	atpF	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	iNJ661.Rv1306	ATP-synt_B
lcl|LT708304.1_prot_SIT99942.1_1354	419947.MRA_1315	8.92e-259	716.0	COG0711@1|root,COG0712@1|root,COG0711@2|Bacteria,COG0712@2|Bacteria,2GMJ5@201174|Actinobacteria,232X8@1762|Mycobacteriaceae	201174|Actinobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K02109,ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B,OSCP
lcl|LT708304.1_prot_SIT99943.1_1355	419947.MRA_1316	0.0	1060.0	COG0056@1|root,COG0056@2|Bacteria,2GJRJ@201174|Actinobacteria,234FD@1762|Mycobacteriaceae	201174|Actinobacteria	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
lcl|LT708304.1_prot_SIT99944.1_1356	419947.MRA_1317	2.42e-208	577.0	COG0224@1|root,COG0224@2|Bacteria,2GJ7Q@201174|Actinobacteria,2345C@1762|Mycobacteriaceae	201174|Actinobacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
lcl|LT708304.1_prot_SIT99945.1_1357	419947.MRA_1318	0.0	956.0	COG0055@1|root,COG0055@2|Bacteria,2GIY6@201174|Actinobacteria,233KQ@1762|Mycobacteriaceae	201174|Actinobacteria	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
lcl|LT708304.1_prot_SIT99946.1_1358	419947.MRA_1319	2.19e-75	226.0	COG0355@1|root,COG0355@2|Bacteria,2IHNZ@201174|Actinobacteria,2397I@1762|Mycobacteriaceae	201174|Actinobacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0045259,GO:0045261,GO:0046034,GO:0046390,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600	-	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_DE_N
lcl|LT708304.1_prot_SIT99947.1_1359	419947.MRA_1320	9.91e-95	276.0	2E6YX@1|root,331I5@2|Bacteria,2IFIG@201174|Actinobacteria,238TM@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF2550)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2550
lcl|LT708304.1_prot_1360	419947.MRA_1321	1.12e-160	458.0	COG3464@1|root,COG3464@2|Bacteria,2GJK7@201174|Actinobacteria,23814@1762|Mycobacteriaceae	201174|Actinobacteria	L	Transposase	-	-	-	ko:K07485	-	-	-	-	ko00000	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
lcl|LT708304.1_prot_SIT99949.1_1361	419947.MRA_1321	2.18e-140	406.0	COG3464@1|root,COG3464@2|Bacteria,2GJK7@201174|Actinobacteria,23814@1762|Mycobacteriaceae	201174|Actinobacteria	L	Transposase	-	-	-	ko:K07485	-	-	-	-	ko00000	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
lcl|LT708304.1_prot_SIT99950.1_1362	419947.MRA_1322	1.8e-136	386.0	COG2096@1|root,COG2096@2|Bacteria,2GMHN@201174|Actinobacteria,235U1@1762|Mycobacteriaceae	201174|Actinobacteria	S	adenosyltransferase	yvqK	-	2.5.1.17	ko:K00798	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000	-	-	-	Cob_adeno_trans
lcl|LT708304.1_prot_SIT99951.1_1363	419947.MRA_1323	2.34e-304	829.0	COG0766@1|root,COG0766@2|Bacteria,2GJPW@201174|Actinobacteria,233MB@1762|Mycobacteriaceae	201174|Actinobacteria	M	Belongs to the EPSP synthase family. MurA subfamily	murA	GO:0008150,GO:0040007	2.5.1.7	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R00660	RC00350	ko00000,ko00001,ko01000,ko01011	-	-	-	EPSP_synthase
lcl|LT708304.1_prot_SIT99952.1_1364	419947.MRA_1324	4.96e-118	337.0	COG0350@1|root,COG0350@2|Bacteria,2IHXW@201174|Actinobacteria,238JK@1762|Mycobacteriaceae	201174|Actinobacteria	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	ogt	GO:0003674,GO:0003824,GO:0003908,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0009987,GO:0016020,GO:0016740,GO:0016741,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0050896,GO:0051409,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:1901360	2.1.1.63	ko:K00567	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
lcl|LT708304.1_prot_SIT99953.1_1365	419947.MRA_1325	1.53e-298	818.0	COG0122@1|root,COG2169@1|root,COG0122@2|Bacteria,COG2169@2|Bacteria,2GITG@201174|Actinobacteria,232RT@1762|Mycobacteriaceae	201174|Actinobacteria	K	involved in damage reversal and in base excision repair. the methylated Ada protein acts as a positive regulator of its own synthesis, as well as that of other proteins. the transcription-activating function of the Ada protein resides in its N-terminus. repair of alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. this is a suicide reaction the enzyme is irreversibly inactivated. can also repair O-4- methylthymine catalytic activity DNA (containing 6-O- methylguanine) protein -L-cysteine DNA (without 6-O- methylguanine) protein S-methyl-L-cysteine	alkA	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0003905,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016020,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0030312,GO:0032131,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0043733,GO:0043916,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051409,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	3.2.2.21	ko:K13529	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03000,ko03400	-	-	-	Ada_Zn_binding,AlkA_N,HTH_18,HhH-GPD
lcl|LT708304.1_prot_SIT99954.1_1366	146922.JOFU01000231_gene5157	6.72e-33	115.0	COG2169@1|root,COG2169@2|Bacteria,2I4TB@201174|Actinobacteria	201174|Actinobacteria	F	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Ada_Zn_binding,HTH_18
